Heart disease_number,COPD_number,CKD_number,anycondition_number,60-69,High school diploma only 2014-18,Population Aged 60+,70-79,diabetes_number,Obesity_number,county_pop2018_18 and older,TOT_POP,POP_ESTIMATE_2018,50-59,Total Population,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,80+,40-49,White-alone pop,19-Oct,0-9,20-29,30-39,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),POVALL_2018,Total nurse practitioners (2019),Total Specialist Physicians (2019),Bachelor's degree or higher 2014-18,Total physician assistants (2019),Internal Medicine Primary Care (2019),Less than a high school diploma 2014-18,Total Hospitals (2019),ICU Beds_x,GQ_ESTIMATES_2018,Two or more races pop,Black-alone pop,Asian-alone pop,Native American/American Indian-alone pop,N_POP_CHG_2018,Hawaiian/Pacific Islander-alone pop,% Asian-alone,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Upper 95% CI,Percent of adults with a high school diploma only 2014-18,Urban_rural_code
2562,2544,1332,16694,6221,9440,10074,3349,4857,12936,45710,61537,61537,8110,58671,13492,30869,29308,1821,7839,54070,9125,8382,8227,8463,1561,23.64280057,5294,23.97882142,91.42722938,7486,12.31609765,34.78904784,7658,0.558479103,8,289,2145,935,2222,1896,1338,269,3.610835757,19.7,29.6,5.6,6.1,24.8,2
93262,95615,49429,725284,203132,352296,330448,108068,204266,554966,1599325,2171603,2171603,262251,2121220,436563,961030,922251,54810,268000,1666544,319398,313371,340133,302440,38779,834.339936,317514,846.1979059,3226.410868,270028,434.6275348,1227.684168,272865,19.70838512,410,37611,76822,204553,168410,44935,18400,10339,7.755100725,20.3,35.7,5.8,6.2,26.5,2
139723,133740,70932,893601,341224,409272,604412,197656,251137,631650,2620956,3343364,3343364,412056,3283665,680074,1592193,1539530,118438,417723,2522987,404237,409094,538232,504704,52663,1284.535942,372148,1302.792276,4967.328718,848022,669.1453517,1890.122205,286008,30.3427032,570,108137,150976,184779,420909,44035,17896,19678,12.58938602,38.1,25.0,5.3,5.8,18.4,1
35077,28886,17872,182564,93694,84630,179193,54600,67258,128455,764613,883305,883305,107395,864263,131509,575567,562022,39309,120821,467444,60660,72007,151437,183382,13545,339.3698743,87596,344.1931335,1312.350762,394004,176.7858465,499.3636333,79408,8.016435378,337,24235,38888,49184,317204,6570,4139,4015,35.91103866,57.1,17.5,4.6,5.0,12.3,1
34534,34614,17092,238078,71729,129211,123774,41463,66030,182599,548344,752660,752660,90114,724153,147635,326387,306816,22418,93439,500416,114972,110359,105966,102200,19571,289.1754599,105351,293.2853362,1118.247859,84486,150.6383811,425.5053829,96905,6.830766555,121,15023,40619,62512,128220,14881,10144,6012,17.03558047,18.4,34.3,6.3,6.8,28.2,3
14743,14700,6945,87874,39249,37163,70097,24466,22537,63417,234010,284010,284010,34502,280119,68352,140920,136769,13479,29742,252186,35931,27047,46854,32740,4151,109.1179581,34200,110.6687858,421.9615421,64923,56.84214203,160.5609223,17123,2.577533029,46,16232,10155,5829,11330,3980,1172,530,3.989296152,34.6,28.4,6.3,7.0,19.8,3
30855,26186,15505,200387,86580,82174,161619,51609,58053,131400,611162,769545,769545,104562,763450,132756,454875,444868,32918,106880,462008,85932,87183,97296,116585,10007,295.6627551,51830,299.8648314,1143.334372,273630,154.0177676,435.0510721,59339,6.984006389,131,8815,36091,21123,231957,6766,737,11600,30.14209695,49.9,22.4,5.0,5.5,15.0,2
20408,19989,10194,109649,45537,49059,86816,28363,33512,87978,347740,446527,446527,50174,442996,80080,216698,208261,19019,47747,381389,63801,55640,82510,53736,8437,171.5577426,54029,173.9959893,663.4175611,92634,89.36851221,252.4375443,52042,4.052456219,82,19626,16598,10857,26926,9618,921,1139,6.030094485,33.8,26.3,5.9,6.4,17.9,3
67657,57548,35804,426522,186657,191695,338720,109920,143158,289010,1513143,1937570,1937570,252777,1911226,294921,1048804,1021522,69056,270163,1028134,237135,231605,278072,302185,27282,744.4233729,139074,755.0034129,2878.701543,679498,387.7878565,1095.377016,157687,17.5844184,313,30975,79970,54961,742295,23245,4187,8965,38.31061587,51.3,19.8,4.5,4.9,14.5,1
12721,13091,6334,62929,35297,28222,57232,19001,20316,46273,221403,274255,274255,35086,273263,54710,142618,135634,9305,32292,238965,37554,28639,45391,31690,6984,105.3700419,32027,106.8676027,407.4682678,71610,54.88976325,155.046075,24323,2.489001517,22,14048,11464,3959,14226,5092,-850,549,5.187143352,40.0,21.9,5.7,6.4,15.8,3
10904,11516,4876,52083,25329,31314,47900,16817,15832,37627,141456,180040,180040,23915,178919,55236,74215,70546,8649,18990,158162,21174,21206,21673,22287,3669,69.17220232,26919,70.15530508,267.4904265,27995,36.03344689,101.7829952,11606,1.633953193,81,2834,8067,2165,5545,5702,501,399,3.07987114,22.2,27.9,7.7,8.5,24.8,4
239,231,101,1039,627,620,986,413,335,702,2507,2987,2987,448,2885,1118,1278,1201,185,297,2783,245,272,238,262,77,1.147619242,392,1.163929662,4.43786883,436,0.597822183,1.688657002,156,0.027108521,0,33,84,19,22,75,-22,4,0.736524941,18.7,29.7,9.5,10.6,26.6,6
3211,3241,1387,14232,7725,8118,14018,5043,4500,9918,34922,43724,43724,5623,43530,13330,17410,16244,2308,4371,37631,4953,4781,4267,4653,1166,16.79896342,7396,17.03771695,64.96196073,7163,8.750979958,24.7187274,3181,0.396817204,4,576,2378,647,688,2226,-60,154,1.573506541,22.5,29.9,9.2,10.1,25.5,6
19834,19582,10260,125524,53549,69822,90069,30343,38175,94273,347870,446610,446610,60006,434981,115304,209721,201553,15625,53688,266678,54360,54344,62573,62122,8168,171.5896316,34281,174.0283315,663.5408765,78496,89.38512394,252.4844672,36031,4.053209485,92,11396,31410,66167,72129,5677,2733,4549,16.1503325,26.2,28.0,5.7,6.1,23.3,3
25091,25187,12111,138277,69886,67183,124291,42717,40587,101642,401746,499942,499942,68685,500943,123081,262348,255161,22163,60711,434068,58528,51841,60663,64748,7187,192.0800332,48846,194.8099507,742.7777096,124873,100.0590619,282.6349376,42831,4.537224103,82,10921,19835,10269,22794,10951,-3304,2025,4.559328882,34.9,26.6,6.2,6.9,18.8,3
26086,27606,12740,163760,52992,97071,92698,31085,44773,131934,401014,549815,549815,65496,535684,111660,243538,227940,17403,66308,458862,82006,81339,77981,75205,15598,211.2414709,84744,214.2437184,816.8754103,57523,110.040711,310.8299127,73664,4.989846562,88,6458,22539,19001,33424,10916,4548,5073,6.079135709,16.9,34.0,6.5,7.0,28.6,3
4995,5158,2351,29364,10012,14879,19219,6513,8696,19731,71748,96807,96807,11853,95583,22621,45477,42085,3993,11232,70515,13859,13487,13217,12641,3392,37.19369801,13011,37.72230959,143.8288476,11024,19.37508272,54.72842931,13697,0.878572022,0,754,4529,2639,16450,2282,369,392,16.99257285,17.7,28.5,7.0,7.5,23.9,4
4221,4555,1864,22722,8115,13319,15876,5619,6289,16605,48553,63916,63916,8722,63247,16540,25626,24176,2904,6966,57718,8410,8320,7528,7332,1450,24.55682339,10749,24.9058347,94.96177573,6709,12.7922339,36.13398089,6766,0.58006972,8,842,2360,637,912,2145,198,144,1.426872771,15.5,35.7,8.7,9.5,30.7,5
1071,1084,443,4630,2527,3325,4734,1520,1492,3129,10395,12535,12535,1886,13037,3744,4707,4439,664,1307,10906,1212,1124,1041,1254,268,4.816005088,2656,4.884452062,18.62359752,1965,2.508771699,7.086479918,932,0.113761405,0,385,680,87,180,654,-191,28,1.435979258,19.7,31.9,10.3,11.3,33.4,6
22248,23820,11444,138599,39377,69974,69266,23120,42445,113055,323013,465861,465861,49612,458809,79261,204589,184940,12529,53850,410842,78615,78108,67743,62907,19649,178.985955,102451,181.5297744,692.1426216,38493,93.23804488,263.36774,81345,4.227921954,51,5053,12245,10228,18593,12876,2764,1077,3.991104643,14.3,36.2,6.9,7.4,26.0,3
3758,3726,1627,17014,9402,11680,17942,6406,5265,12207,45381,54539,54539,7236,53899,17269,21339,20357,3256,5731,49268,5153,4951,6055,6349,982,20.95413654,6417,21.25194503,81.0301065,8238,10.91550855,30.83283033,3936,0.494968747,6,3584,1990,1109,759,1256,500,157,1.39166468,20.0,28.3,8.3,9.2,28.4,5
38571,36831,19164,221125,95692,107135,167777,56705,63672,156883,656414,850967,850967,115910,847834,183807,425728,409662,33081,107012,715662,113043,103676,116704,109144,16066,326.9454649,76206,331.5921434,1264.305298,187558,170.3136758,481.0818154,88185,7.722951828,139,11371,29739,20232,66975,15895,165,2464,7.870457961,33.1,24.9,5.9,6.4,18.9,3
8848,8967,4515,56520,19948,23271,34981,11676,15603,42673,174175,220408,220408,23432,212605,33180,108518,103956,6838,23920,163630,34509,25266,47314,27505,4562,84.68177499,42311,85.88530594,327.4662849,52424,44.11275251,124.6044568,17180,2.000313016,14,10174,11865,6596,33107,3947,2032,1263,15.02077965,41.6,25.5,5.1,5.5,18.5,2
3658,4022,1732,22156,7832,10898,12327,4334,6143,15872,56484,78041,78041,8771,74644,19959,29078,27215,2041,8458,61101,10985,12429,11764,11427,1863,29.98371385,13256,30.40985428,115.9476804,7866,15.61923033,44.11934418,8478,0.708261171,24,1138,4980,3420,5864,2280,1266,396,7.513999052,16.7,29.2,6.5,7.0,23.1,4
18745,19988,9703,138673,44984,90409,69778,22781,30901,114332,376092,511868,511868,60063,487850,98693,269911,260542,11291,68304,440318,74370,73891,72978,83206,9369,244.7196738,46711,260.1775452,655.0722373,74958,201.9409133,224.9479778,54079,7.998549749,168,4461,16245,20171,22372,11654,7440,1108,4.37065806,23.6,31.4,5.0,5.4,28.4,2
809,796,404,4685,1642,2598,2952,982,1323,3624,12671,16683,16683,1756,16345,3157,8447,8095,510,1581,14559,2790,2296,3089,2037,352,7.975998338,2954,8.479807268,21.35036794,2484,6.581736418,7.331591568,1287,0.26069183,6,1272,571,353,274,884,140,42,1.642390457,26.1,29.8,6.4,6.9,27.3,6
23641,24067,12223,158097,68797,89231,111767,36246,39382,116987,497818,651215,651215,81460,626612,126707,362692,351003,17914,88625,499651,84591,82715,90450,100417,11689,311.340272,52474,331.0062752,833.4040553,181360,256.9157515,286.1860818,32895,10.1760133,127,4303,25996,74075,42147,7461,7083,1885,6.47205608,42.2,24.4,4.7,5.2,20.7,2
861,782,383,3850,2748,2102,4283,1623,1162,2685,11280,13765,13765,2057,12592,3101,6928,6692,540,1470,12660,1391,1325,1156,1455,236,6.580927718,1525,6.996616138,17.61600519,3813,5.430534184,6.049233228,781,0.215094589,0,129,338,107,165,477,448,18,1.198692336,38.9,25.3,7.6,8.6,21.5,6
273,260,114,1180,520,714,1178,354,335,771,2783,3585,3585,458,3581,923,2229,2188,296,341,3364,432,434,374,376,41,1.713957564,678,1.822220767,4.587967934,577,1.414345445,1.575481375,398,0.056019913,0,82,98,39,14,70,22,0,0.390516039,22.1,29.4,9.8,11.0,27.3,6
402,383,176,2010,699,2208,1296,460,594,1456,5005,5882,5882,743,5806,1120,2017,1953,271,874,5008,517,450,981,887,64,2.812133443,1353,2.989763613,7.527594809,565,2.320552275,2.584932063,646,0.091913285,0,1950,115,464,83,205,25,7,1.411084665,12.4,30.4,8.0,8.7,48.6,6
12104,11518,6072,58146,36669,25800,59425,19586,17331,40147,264127,326078,326078,41136,316782,46104,193822,188303,10147,41736,294110,45674,31384,58334,41412,5519,155.895078,30699,165.7422882,417.3041585,127566,128.6434962,143.2998091,10380,5.095358774,72,11627,8989,3820,16149,2768,2005,242,4.952496029,60.8,16.2,4.6,5.1,12.3,3
2376,2198,1179,14889,7047,6667,11264,4185,3473,11611,53262,69267,69267,8628,64283,12122,39816,38651,2199,10404,60960,9397,8062,9219,10126,1165,33.11595498,3364,35.20774501,88.64568338,25209,27.32704768,30.44040959,1460,1.082379726,20,282,1967,1049,4656,548,1035,87,6.721815583,55.5,23.1,4.5,5.0,14.7,2
1271,1185,554,6107,3584,4038,6312,2239,1654,4016,17018,20027,20027,2753,18818,4930,9708,9447,1047,2371,18815,1744,1586,2194,2509,261,9.574735882,2023,10.17953007,25.62991181,5068,7.901003132,8.801161922,1070,0.312945829,2,1475,347,348,174,326,376,17,0.868827083,33.5,25.3,7.5,8.3,26.7,6
107,105,46,509,275,460,380,138,140,361,1399,1876,1876,260,2127,427,1166,1145,105,181,1789,237,286,170,224,21,0.896899412,230,0.953552624,2.400844587,253,0.740114939,0.824436,125,0.029314744,0,43,28,17,17,24,16,1,0.906183369,20.0,27.3,7.6,8.4,36.4,6
492,453,223,2543,1735,1536,2454,895,680,1901,8157,9605,9605,1635,9257,2270,6075,5891,278,1364,9068,837,754,901,1206,184,4.592067616,686,4.882128442,12.29217071,3416,3.789341143,4.221059583,123,0.150089614,0,84,212,108,97,114,23,6,1.009890682,46.5,25.1,6.0,6.8,20.9,2
526,452,253,2494,1089,1717,2034,700,867,1774,6074,8200,8200,1005,8147,1804,4080,3901,365,840,7519,1241,1125,919,916,179,3.92034924,1747,4.167980555,10.49409681,1069,3.235043975,3.603611512,711,0.128134808,0,36,182,77,82,325,47,15,1.0,20.2,30.5,8.7,9.4,32.4,6
360,293,165,1467,708,640,1272,494,571,944,3104,3828,3828,530,3628,956,1910,1828,231,337,3375,428,367,366,367,82,1.830133767,964,1.945735313,4.898951535,514,1.510213212,1.682271326,579,0.059817079,0,0,103,78,58,204,56,10,1.515151515,19.1,31.8,11.6,12.5,23.8,6
374,377,168,2178,555,1615,1074,357,577,1650,5171,5858,5858,744,5514,1297,1533,1466,188,1007,4828,416,353,1140,1098,67,2.80065925,1341,2.977564645,7.496880379,372,2.311083854,2.574384907,590,0.091538257,0,2811,128,626,72,203,60,1,1.229088426,9.6,33.3,7.2,7.8,41.7,6
382,348,162,1532,1314,754,2092,698,498,1037,4269,4954,4954,777,4505,1261,2106,2029,218,443,4680,405,347,369,383,77,2.368464651,576,2.518070203,6.339970194,1324,1.954439982,2.177108711,253,0.077412176,0,150,114,74,26,59,81,1,0.524828422,36.9,26.2,8.9,10.1,21.0,6
2312,2243,978,9339,5326,8446,9773,3565,2971,6412,24756,30953,30953,4111,30217,6857,14851,14266,1853,3201,29377,3571,3221,2924,3181,585,14.7983622,4429,15.73311001,39.61265592,4700,12.21150197,13.60275453,2130,0.483677648,6,713,620,252,261,414,416,29,0.843213905,21.2,27.4,9.3,10.3,38.2,6
26398,26425,13941,168134,63871,84265,109403,34850,40637,130304,576566,716492,716492,73894,678467,110388,412817,399671,19652,95357,578904,72167,82069,128204,146428,13146,342.5486424,82104,364.1859419,916.9434648,237877,282.6686741,314.8730268,64043,11.1960445,227,16311,23505,70404,29369,12900,11053,1410,4.098999012,47.9,23.6,4.6,5.0,17.0,1
150,140,62,661,358,539,537,246,191,453,1659,2074,2074,299,1736,454,1197,1163,111,241,1940,241,206,171,201,34,0.991561503,265,1.054194106,2.654238632,300,0.818229415,0.911450034,115,0.032408731,0,0,52,8,5,67,21,2,0.241080039,21.3,29.0,9.0,10.0,38.3,6
10518,9634,5346,67003,34162,26287,50139,18316,15574,50506,253798,342776,342776,49628,320940,59981,191240,185768,7510,55116,308365,53681,43652,35241,45470,5472,163.8782477,8975,174.2297198,438.6737229,124635,135.2311504,150.6379927,4347,5.356284997,54,630,9262,5274,17786,1763,7108,326,5.188811352,57.9,21.2,4.1,4.6,12.2,2
2017,1980,994,11906,6104,5979,8107,2842,2987,9805,43005,54993,54993,7513,53726,9672,36207,35218,814,8511,51910,6909,6196,7277,8827,989,26.29167875,3673,27.9524091,70.37827632,18316,21.69570406,24.16748877,4075,0.859331402,5,78,698,859,722,750,1,54,1.312894368,48.1,24.3,4.7,5.3,15.7,5
1191,1212,552,6408,4136,4374,5592,1906,1666,4730,20564,26282,26282,4810,24553,6449,14963,14538,621,3445,24823,3575,2738,2371,2680,425,12.56519741,1312,13.35888597,33.63486004,6388,10.36871046,11.55001436,595,0.410687686,0,73,534,355,296,222,547,52,1.1262461,35.9,24.7,5.8,6.5,24.6,2
27140,27263,13522,171626,71193,89218,116223,39532,40673,131114,541792,713856,713856,85958,674826,157396,337084,323816,19466,83727,594650,96529,95774,118381,103296,13268,341.2883936,68538,362.8460886,913.5699966,167680,281.6287258,313.7145975,27792,11.15485385,95,20304,34812,49474,22363,9748,13056,2809,3.132704635,37.9,25.2,5.0,5.5,20.2,3
3160,3216,1366,17140,6966,14477,12609,4605,4305,12416,40182,48021,48021,6676,46601,11733,15342,14544,2364,6063,43817,4517,4132,5857,6841,798,22.95842572,6525,24.40860905,61.4557345,6625,18.94512765,21.10354005,3539,0.750385563,4,8412,942,1889,467,872,414,34,0.972491202,18.2,32.3,7.9,8.6,39.8,5
2453,2581,1156,14458,6980,11076,10202,3205,3592,10772,44698,59770,59770,7724,57945,11329,32479,31436,1470,7862,56127,8146,8334,7394,8655,1043,28.57552123,4946,30.38051192,76.4917276,11651,23.58031443,26.26681221,4740,0.933977741,5,884,1220,744,557,1013,657,109,0.931905638,30.0,25.3,5.5,6.1,28.5,5
291,282,133,1611,1132,1035,1583,420,415,1220,5169,6121,6121,1187,5793,1731,3731,3636,109,1005,5718,597,447,495,729,95,2.92639728,410,3.111244997,7.833459338,1820,2.414841972,2.689964155,114,0.095647946,0,49,135,74,97,82,95,15,1.584708381,38.7,25.5,5.6,6.3,22.0,2
824,821,367,3849,2727,3016,3858,1213,1120,2803,12916,15525,15525,2378,14793,3556,9917,9651,366,1927,14758,1627,1299,1866,2122,266,7.422368531,1219,7.891207087,19.8683967,4306,6.124885086,6.822691309,512,0.242596695,0,222,303,160,134,142,169,28,0.863123994,37.8,23.3,6.4,7.2,26.5,6
694,688,331,3835,1996,1687,2905,989,956,2849,14315,17246,17246,1971,16215,2738,11012,10727,348,2161,16208,2293,1544,3549,2395,285,8.24516378,1678,8.765974713,22.07087727,5832,6.803849803,7.579010261,296,0.269489378,0,1100,327,123,139,445,315,4,0.805983996,55.3,21.3,4.8,5.4,16.0,6
56,49,24,240,155,186,329,131,71,160,685,811,811,114,820,176,459,447,43,77,764,81,68,71,71,12,0.387732102,69,0.412223443,1.03789177,318,0.319953739,0.356405968,45,0.012672845,0,56,25,5,6,11,20,0,0.739827374,43.9,25.3,8.2,9.4,25.7,6
558,475,244,2411,1401,1486,2568,967,777,1557,5767,6889,6889,992,6498,2136,2619,2448,494,649,6129,673,562,539,612,171,3.293571453,1459,3.501611956,8.816321088,1106,2.717831456,3.027473135,442,0.107648865,0,165,226,91,66,358,244,19,0.958049064,21.4,28.3,9.7,10.5,28.7,6
94,94,40,454,251,287,398,132,124,299,1160,1399,1399,216,1372,398,1029,1002,68,178,1329,128,131,140,155,27,0.668849828,188,0.711098146,1.790395297,163,0.551930063,0.614811281,120,0.021861048,0,2,21,2,10,37,20,0,0.714796283,16.8,27.3,8.1,9.1,29.6,6
23840,23563,11726,139023,73792,84351,124374,40954,33878,103855,465718,580233,580233,81341,564029,121561,334242,324124,20968,74852,532081,66378,61097,74304,86547,10118,277.4043903,39799,294.9268123,742.56357,180236,228.9121062,254.9919901,22840,9.066834645,94,8757,14608,8173,17749,6944,4416,678,3.058943562,44.1,23.5,5.1,5.7,20.6,2
93,89,39,402,205,361,370,120,117,278,1074,1383,1383,197,1368,347,963,946,104,134,1334,147,187,157,132,17,0.661200366,188,0.702965501,1.769919011,204,0.545617783,0.607779844,39,0.021611029,0,14,20,9,3,12,16,5,0.21691974,21.5,27.4,8.6,9.5,38.0,6
415,412,179,2176,900,2033,1873,601,547,1453,5343,7163,7163,915,7846,1714,4487,4396,406,725,6829,993,982,781,860,91,3.424568489,900,3.640883502,9.166977493,1017,2.825929267,3.147886496,622,0.111930443,0,58,131,58,47,83,11,15,0.656149658,18.9,28.8,7.8,8.6,37.7,6
400,402,188,2221,993,1482,1439,422,602,1741,6263,7824,7824,992,7481,1333,4894,4765,192,1024,7280,916,836,1234,1215,129,3.740586885,970,3.976863398,10.01290408,1858,3.086705373,3.438372741,792,0.122259358,0,152,195,82,53,210,71,4,0.677402863,34.0,29.3,6.4,7.1,27.1,6
2593,2553,1225,14847,8267,7980,12490,4118,3561,10038,45626,56310,56310,7617,54469,12102,32091,31120,1775,6975,49772,6700,5722,7154,7982,971,26.92132509,5005,28.62182744,72.06373065,17223,22.21528368,24.74626393,1966,0.879911103,11,1800,1501,344,428,4219,769,46,0.760078139,43.9,23.3,5.7,6.3,20.3,5
14016,13702,6881,69465,41649,42507,67199,23643,19166,55799,281815,350518,350518,40163,330976,66792,202449,196754,11851,40371,324981,44475,36838,65132,46396,5695,167.5796311,36054,178.1649034,448.581686,102473,138.2855054,154.0403293,9389,5.477263007,55,9369,9188,4034,8363,3605,6525,347,2.385897443,46.3,21.0,5.0,5.6,19.2,3
1003,886,459,4870,2321,2998,4307,1595,1513,3380,11776,14503,14503,1915,14151,4101,6572,6261,792,1492,13097,1702,1407,1697,1582,311,6.93375915,2626,7.371734388,18.56047391,2053,5.721688142,6.373558264,1270,0.226626722,0,862,361,318,175,533,272,19,1.206646901,19.7,30.0,8.5,9.2,28.8,6
323,324,137,1716,604,2164,1200,436,434,1218,4478,5610,5610,758,5520,995,2494,2433,284,674,5034,602,608,830,814,61,2.68209259,744,2.851508648,7.179497939,520,2.2132435,2.465397632,393,0.08766296,0,1011,120,312,55,84,80,5,0.980392157,12.8,28.5,7.2,7.8,53.1,6
1221,1234,542,6735,2598,4816,5056,1556,1644,5102,17533,21528,21528,2700,21885,5352,11287,10958,1091,2535,19749,2449,2260,3356,2983,329,10.29235103,2674,10.94247383,27.55084343,3028,8.493173986,9.460798615,1540,0.33640075,4,3057,347,824,213,370,-137,25,0.989409142,20.5,30.4,7.0,7.6,32.7,5
8383,8380,3765,42033,20446,28023,35763,12498,10939,33285,120162,153207,153207,19048,148798,36303,76060,72949,7111,16902,144010,19795,17889,19506,20012,3111,73.24694464,21463,77.87363376,196.0694012,28155,60.44285149,67.32908646,10188,2.394042627,44,4660,3661,1444,1537,2349,1801,206,1.003217869,27.4,29.0,7.0,7.7,27.3,4
51,45,22,228,169,138,394,107,66,155,661,776,776,120,834,269,507,494,41,78,747,52,69,55,85,13,0.370998904,72,0.394433282,0.993099893,286,0.306145625,0.341024699,23,0.012125928,0,0,14,2,4,9,17,0,0.515463918,39.9,25.2,7.8,8.8,19.3,6
668,707,296,3444,1682,3570,2777,875,943,2570,9770,13188,13188,1750,13056,2960,7579,7302,416,1508,12469,1820,1872,1523,1742,277,6.305068998,1614,6.703332629,16.87757911,1514,5.202897553,5.795662028,803,0.206078274,0,102,300,103,98,207,93,11,0.743099788,17.1,27.8,6.8,7.4,40.4,5
1677,1678,740,7539,4206,5361,7299,2490,2321,5080,20402,26158,26158,3459,25770,5739,13338,12706,1257,2799,21487,3147,3138,2672,2990,632,12.50591408,4235,13.29585797,33.47616882,5207,10.31979028,11.49552072,1921,0.408750038,4,243,660,134,171,3677,10,29,0.653719703,28.6,26.2,8.2,9.1,29.4,6
2806,2684,1194,12804,6384,9337,12041,4365,3606,7876,33094,42214,42214,5602,40908,9719,21941,21136,2421,4569,39800,5044,4931,4120,4778,805,20.18214913,4854,21.45696721,54.02412228,7017,16.65416419,18.55156785,3304,0.659644242,8,542,883,307,365,776,429,83,0.864642062,23.9,25.2,8.5,9.4,31.8,5
1461,1469,668,8302,3100,5709,6047,1803,2060,6171,21134,28558,28558,3459,28123,5758,16473,15990,1285,3193,26164,3876,4263,3783,3796,483,13.65333337,3409,14.51575472,36.54761179,3231,11.26663242,12.55023629,3657,0.446252908,6,563,461,1072,238,531,330,92,0.833391694,17.6,30.3,6.9,7.6,31.1,5
1200,1139,559,6010,2389,3588,4816,1569,1804,4249,14022,18432,18432,2237,18325,4714,8635,8205,1009,1981,16616,2681,2315,2165,2086,430,8.812180146,3722,9.368807022,23.588682,2172,7.271747627,8.100215536,1797,0.288022047,506,558,588,323,177,689,29,39,0.960286458,17.7,31.5,8.6,9.3,29.2,6
299,258,132,1343,1087,699,1815,610,393,929,4091,4833,4833,751,4653,1213,2400,2316,180,591,4645,458,352,339,465,84,2.310615595,361,2.456567076,6.185118278,1866,1.906703357,2.123933468,62,0.075521406,0,0,95,4,38,43,24,8,0.786261122,48.6,24.5,7.3,8.3,18.2,6
1015,991,451,5231,3914,4056,4718,1660,1422,3905,15746,18556,18556,3621,16900,4995,10859,10545,393,2343,17480,1670,1419,1489,2047,314,8.871463476,1487,9.431835021,23.74737322,4094,7.320667804,8.154709174,401,0.289959695,0,92,479,161,195,234,636,7,1.050873033,30.2,26.4,6.4,7.2,29.9,2
253,233,111,1153,567,786,1037,351,319,820,3230,4286,4286,530,4327,1001,2693,2642,371,410,4128,578,560,446,473,51,2.049099615,458,2.178532275,5.485085235,726,1.690902253,1.883546212,336,0.066973877,0,60,45,45,22,41,-11,5,0.513299113,25.5,26.9,7.8,8.8,27.6,6
814,705,380,4169,2756,2025,4417,1631,1100,3156,15246,17950,17950,2713,17747,2516,11363,10926,546,2531,17043,1594,1397,2194,2588,437,8.581740105,1222,9.123811092,22.97183387,8606,7.081590164,7.888393494,501,0.28049022,4,72,275,188,335,87,-2,22,1.866295265,63.1,22.3,5.3,6.1,14.8,5
703,696,324,3557,1506,2027,2840,907,1013,2708,9026,12164,12164,1464,12084,3040,6387,6175,536,1292,11514,1837,1747,1473,1402,212,5.815503434,2553,6.18284335,15.56709678,1365,4.798911574,5.345650053,1399,0.190077049,0,342,240,108,58,239,93,5,0.476816837,17.4,31.3,7.8,8.5,25.9,6
9333,9073,4477,58109,21489,32066,39318,13144,14975,42869,129906,167529,167529,21028,163368,43446,75912,72186,7689,19276,151042,22210,19998,21544,21151,3726,80.09416925,28127,85.1533676,214.3982371,24568,66.09313195,73.62310159,11814,2.617841007,32,4514,4823,4324,1815,5226,1103,299,1.083394517,22.0,34.1,7.2,7.8,28.7,4
317,327,140,1612,805,1406,1362,420,430,1150,4830,6336,6336,847,6557,1616,2854,2727,246,676,5933,926,804,736,876,127,3.029186925,653,3.220527414,8.108609437,843,2.499663247,2.784449091,301,0.099007579,0,283,174,79,42,101,-58,7,0.662878788,20.2,25.3,6.6,7.2,33.7,6
664,619,312,3241,1614,2312,2857,998,1013,2297,8700,11250,11250,1422,11430,2332,5643,5370,517,1189,10408,1466,1362,1302,1380,273,5.378527921,1604,5.718266005,14.39738892,1818,4.438322526,4.943979209,1203,0.175794706,0,198,260,115,71,388,-56,8,0.631111111,23.7,27.7,7.6,8.4,30.2,6
1102,1072,515,5664,3680,3613,4914,1724,1521,4278,21075,25733,25733,3622,24359,4871,16301,15861,602,3663,24658,2805,2401,3415,3821,440,12.30272524,1783,13.07983459,32.93226746,9232,10.15212032,11.30874818,595,0.402108904,4,338,413,237,237,162,387,26,0.920996386,50.4,21.8,5.2,5.9,19.7,5
508,487,225,2355,1343,1399,1917,706,760,1603,5378,6843,6843,1019,6338,1306,3638,3469,215,719,6254,861,756,555,669,169,3.27157925,1679,3.478230602,8.757451764,1074,2.699683649,3.007257754,919,0.10693006,0,18,209,76,60,241,200,3,0.876808417,22.9,31.3,9.4,10.4,29.8,6
49,45,21,231,139,124,164,91,65,164,666,762,762,113,569,147,519,503,30,106,725,52,53,81,97,16,0.364305625,109,0.387317217,0.975183143,160,0.300622379,0.334872192,33,0.011907161,0,0,23,1,6,7,51,0,0.787401575,34.5,26.5,7.4,8.3,26.7,6
346,327,163,2024,1187,908,1475,517,488,1540,6753,8191,8191,1246,7804,1385,5520,5326,126,1297,7791,837,717,1016,1248,194,3.916046418,702,4.163405942,10.4825789,3387,3.231493317,3.599656329,296,0.127994172,0,9,138,71,75,111,144,5,0.915639116,56.7,24.6,5.1,5.8,15.2,6
