Heart disease_number,COPD_number,CKD_number,anycondition_number,60-69,High school diploma only 2014-18,Population Aged 60+,70-79,diabetes_number,Obesity_number,county_pop2018_18 and older,TOT_POP,POP_ESTIMATE_2018,50-59,Total Population,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,80+,40-49,White-alone pop,19-Oct,0-9,20-29,30-39,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),POVALL_2018,Total nurse practitioners (2019),Total Specialist Physicians (2019),Bachelor's degree or higher 2014-18,Total physician assistants (2019),Internal Medicine Primary Care (2019),Less than a high school diploma 2014-18,Total Hospitals (2019),ICU Beds_x,GQ_ESTIMATES_2018,Two or more races pop,Black-alone pop,Asian-alone pop,Native American/American Indian-alone pop,N_POP_CHG_2018,Hawaiian/Pacific Islander-alone pop,% Asian-alone,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Upper 95% CI,Percent of adults with a high school diploma only 2014-18,Urban_rural_code
3391,3754,1296,16831,6037,16810,12596,4419,4752,11689,35966,46222,46222,6471,46452,6795,20787,19815,2728,5262,44882,5553,5621,5170,4961,972,25.99997876,6867,25.27454904,96.60486279,4050,20.4600055,37.44805381,4801,0.718211518,10,560,528,433,285,78,-112,16,0.616589503,12.5,34.3,9.4,10.5,51.8,5
9790,10280,4219,63337,22810,40893,37614,12895,16993,47398,136201,169507,169507,27704,167306,34046,82004,77612,6240,20477,131531,22787,16224,22512,17858,4392,95.34806802,20202,92.68774574,354.2728674,28147,75.03167651,137.3308653,12284,2.633851407,44,4506,4748,27448,4523,1027,1418,230,2.668326382,24.4,36.1,7.2,7.9,35.4,4
38374,36764,17266,242893,101552,137292,190034,60667,61275,186661,650386,828604,828604,118637,818677,124775,449387,433965,41217,104152,659437,102827,94529,96870,108153,15422,466.0916101,47317,453.0871107,1731.798185,280456,366.7786421,671.3168443,33289,12.87510139,215,21657,18202,82004,66492,1941,4042,528,8.024581103,48.7,30.1,5.9,6.5,23.8,2
1128,1170,458,6392,2438,5480,5047,1513,1612,4804,14515,18240,18240,2591,18302,2281,9050,8733,1230,2000,17043,2006,2057,2012,2393,317,10.26004095,1771,9.97377384,38.12194836,4406,8.073871755,14.7776492,1247,0.283418677,42,844,220,327,613,31,-35,6,3.360745614,32.8,35.2,7.8,8.7,40.9,4
17351,17559,7192,106446,38763,73305,74273,24485,26577,77310,243881,304807,304807,43516,300941,56001,158900,151855,15933,36571,265611,39425,31115,38974,36025,7045,171.4546217,29917,166.6708379,637.0524515,61464,134.921745,246.9479671,19820,4.736184027,64,11245,7043,21243,9254,1304,1831,352,3.036019514,29.2,33.3,7.1,7.9,34.8,3
6516,7118,2547,34681,12778,33689,24903,8204,9333,26382,73283,91083,91083,13155,93038,14200,43057,40799,5343,10806,86668,9942,9495,10550,10810,2258,51.23439197,11552,49.80489269,190.3652096,10808,40.31756914,73.79345517,8667,1.415275403,6,3732,1183,2526,427,249,-684,30,0.46880318,16.0,37.7,8.9,9.8,50.0,5
2812,3198,1105,16335,6572,15123,11279,3686,4162,12258,36265,46139,46139,6992,45878,8009,24295,23388,1762,5705,44666,5400,5385,5196,5441,907,25.95329108,4438,25.22916399,96.4313912,5350,20.42326584,37.38080902,4056,0.716921838,0,659,577,501,238,132,107,25,0.515832593,16.4,35.7,7.8,8.6,46.5,3
79751,90589,41864,528786,160784,351167,287348,89552,164204,396854,1240168,1584138,1584138,186679,1569657,237716,709586,670264,55682,177859,709048,186253,202485,273330,251514,39322,891.0811812,372322,866.2189772,3310.878675,303976,701.2131061,1283.433972,170894,24.61481886,528,56535,43210,692593,122911,13881,3917,2495,7.758856867,28.6,33.0,6.4,6.9,33.0,1
3671,3611,1499,21072,8496,13849,15643,6013,5554,14823,45892,55933,55933,9542,55687,12616,24698,23369,2704,6640,49943,6633,4643,5894,5368,1329,31.46243806,5690,30.58459935,116.9010383,11397,24.75854544,45.31569369,2897,0.869103994,0,478,1089,3659,926,290,410,26,1.655552178,28.0,34.0,8.0,8.9,34.0,2
1301,1378,493,6513,2616,5781,5099,1715,1816,4473,13235,16622,16622,2456,17070,3069,7189,6806,1019,1792,16214,1922,1788,1688,1626,383,9.349912314,2413,9.089038858,34.74029746,1882,7.357669754,13.46678098,1444,0.2582777,4,217,154,121,64,68,-213,1,0.385031886,15.5,35.7,9.8,10.9,47.5,6
9550,10466,3775,53994,19368,48896,38502,12279,14113,40606,114062,142067,142067,20986,144287,27036,66090,62670,7747,18084,133931,16113,14487,16149,16854,3420,79.91300642,17574,77.68334036,296.9227433,17009,62.88545716,115.0995773,11968,2.207480327,16,6795,1739,4991,845,488,-599,73,0.594789782,16.2,37.3,8.4,9.2,46.6,5
2544,2823,1005,14895,4951,12465,9628,3443,3693,11278,32039,40540,40540,5525,40570,5697,20324,19522,2028,4671,39188,5881,4367,5279,4395,802,22.80384101,4052,22.16758725,84.72937427,4960,17.94488821,32.84462164,3876,0.629922871,0,2657,416,559,295,66,-45,16,0.727676369,18.4,36.9,7.9,8.8,46.2,5
5513,5915,2100,31878,11010,27921,21498,6855,7728,22652,60728,73952,73952,10934,75619,12490,33553,31840,4522,9269,70584,7684,6873,8337,8468,1713,41.59816601,8289,40.43752868,154.5610924,8628,32.73459233,59.91429352,6647,1.149088706,14,4973,583,2223,415,124,-404,23,0.561174816,15.5,39.1,9.1,10.1,50.1,5
541,560,203,2620,1171,2385,2237,762,750,1877,5426,6071,6071,1021,6192,1173,2693,2559,434,636,5718,476,340,629,602,134,3.414951129,847,3.31967001,12.68850595,851,2.687306767,4.918591464,505,0.094333048,0,440,61,233,24,35,-68,0,0.395322023,17.3,36.7,10.0,11.1,48.5,6
3066,3228,1165,15596,6495,13897,11975,4322,4352,11880,33091,40589,40589,6517,41716,7885,20483,19659,2305,4466,39661,4425,3872,4093,4094,824,22.83140362,5128,22.19438083,84.8317852,5447,17.96657789,32.88432037,3301,0.630684248,4,282,419,249,148,84,-386,28,0.364630811,17.8,38.0,9.3,10.3,45.5,6
2889,3103,1116,16752,5763,13231,11363,4074,4105,11483,32623,40763,40763,5849,41550,7398,18812,17840,2216,4453,39626,4873,4376,4693,4466,972,22.92927901,5894,22.28952539,85.19544853,5573,18.04359837,33.02529136,2962,0.633387913,6,1321,492,321,208,109,62,7,0.510266663,19.1,37.2,8.9,9.8,45.4,6
2568,2729,1049,14817,4911,11856,10058,3431,3734,11547,36658,44785,44785,5523,45056,6723,19640,18910,2389,5514,39895,6133,4205,6560,6119,730,25.19166304,4575,24.48878626,93.60150534,7800,19.82392251,36.28382783,4159,0.695882974,12,8468,633,3169,814,243,29,31,1.817572848,25.5,33.2,7.0,7.8,38.8,5
3796,4097,1454,19282,8271,18496,15253,4801,5416,13713,41304,51266,51266,7885,52880,9051,22421,21317,2928,5880,49662,5751,5272,5137,5341,1104,28.83724008,7537,28.03264746,107.1469191,6742,22.69271433,41.53459233,3913,0.796586726,8,1302,649,593,231,109,-557,22,0.450591035,17.6,35.1,9.2,10.1,48.4,5
2818,2963,1085,15698,6132,13505,11948,3907,3987,11311,31861,39498,39498,6102,40345,7981,19058,18209,2348,4392,38595,4328,4072,4078,4139,849,22.21771367,4316,21.59781355,82.55157437,5644,17.48365058,32.00041602,2178,0.613731957,6,760,341,208,195,135,-179,24,0.493695883,19.3,37.5,8.8,9.9,46.1,5
12529,12914,5053,79715,29650,56878,55472,18094,18737,60960,167014,207346,207346,30546,207661,37408,106001,101412,10882,24979,193767,24006,21566,23924,23699,4589,116.6325905,18274,113.3784052,433.3571001,43968,91.78097659,167.9871958,10551,3.221805317,50,5490,3860,6849,2422,377,50,71,1.16809584,29.5,38.3,7.5,8.3,38.2,2
3757,3904,1457,18888,8216,17118,15447,5605,5451,14238,42756,51276,51276,7912,51656,10049,22367,21310,2742,6121,48357,5028,4417,5477,5758,1057,28.84286511,6163,28.03811554,107.1678193,7971,22.6971408,41.54269411,3981,0.796742109,8,3727,611,1785,350,157,61,16,0.682580545,20.4,35.1,8.8,9.7,43.8,6
22204,23209,9023,119878,53588,97864,103773,33699,32314,88813,286494,350611,350611,53954,356835,73136,180515,172539,21046,41389,332230,38397,33109,37913,37516,7976,197.2194746,31749,191.7168213,732.7836863,74511,155.1967242,284.0573665,15637,5.447900533,51,6994,5371,9010,3419,488,-1710,93,0.975154801,28.5,32.6,7.8,8.7,37.5,2
1767,1904,690,10524,3980,9301,7271,2686,2574,7681,21820,27046,27046,3991,27760,5084,13746,13128,1195,3243,26286,3263,2629,3125,2934,618,15.21343571,3116,14.78896312,56.52665655,3841,11.97181664,21.91207787,1397,0.420248988,6,617,281,268,131,76,-335,4,0.484359979,19.6,37.1,8.1,8.9,47.4,3
25143,27440,10353,137789,55773,123950,99386,33881,39033,104077,349253,448273,448273,64270,442216,77020,234141,225117,19219,56286,398210,56866,52640,53880,55458,9024,252.1545688,38582,245.1191623,936.8991315,74687,198.4264645,363.1809836,32691,6.965402442,60,8691,10056,31206,6849,1625,2551,327,1.527863601,24.2,31.2,7.2,8.0,40.2,3
2625,2650,1102,12601,6587,6794,12397,3881,3615,9646,39531,48649,48649,7494,49028,7887,26082,25180,2828,5873,45770,6609,4382,5938,5057,902,13.02134842,3557,30.0457262,118.756538,16104,14.03360872,60.18347607,3383,0.50613015,0,2771,915,715,1088,139,-151,22,2.236428292,47.1,26.1,6.6,7.5,19.9,2
9775,10140,3751,53872,22488,34261,40477,12942,14614,39838,133238,163861,163861,25559,164012,37327,90476,87130,8028,20346,151210,17351,16262,19560,21325,3346,43.85889068,12620,101.2009032,399.9992821,38701,47.26841575,202.7117633,10157,1.704762535,15,1161,3408,3828,4503,762,320,150,2.748060856,32.1,31.3,7.3,8.2,28.4,2
4621,4598,1922,23928,11886,13169,22925,7989,6410,17901,68588,82542,82542,12073,83204,14573,44657,43073,4742,9368,74288,9194,7243,10520,9527,1584,22.09311889,6423,50.97811532,201.492367,29067,23.81060516,102.1123658,3863,0.858743137,10,3866,2382,3661,1616,472,-476,123,1.957791185,47.9,27.5,6.7,7.7,21.7,2
33831,37449,14858,201335,70258,133252,128527,39590,57899,147579,505408,636084,636084,85621,633704,111671,325587,311259,27021,76091,497930,79948,71268,98607,87680,14328,170.2536822,98431,392.8468356,1552.737646,121422,183.4889508,786.8968775,65533,6.617634291,237,26386,20614,78358,28663,8730,1326,1789,4.506165852,28.1,30.3,6.7,7.3,30.9,1
7179,7588,2869,37649,18690,19531,33367,11209,9906,26018,105337,126179,126179,19454,126190,22765,69005,66529,6299,13246,118061,17145,10098,18360,11678,2476,33.77295981,9507,77.92841963,308.014167,38670,36.39841958,156.0955174,5058,1.312729887,17,7047,2464,1849,2549,1205,-190,51,2.020145983,45.0,26.1,6.8,7.6,22.7,2
1806,1961,788,8881,3550,5939,7042,2393,3131,7023,19617,24541,24541,3386,24788,5077,10058,9658,1237,2840,17225,3171,2486,3028,2450,400,11.29996969,4545,10.2380332,31.14370117,2724,5.063506281,10.31526494,3402,0.3330619,6,925,331,6797,101,82,-19,5,0.411556171,15.9,37.1,9.2,10.1,34.6,5
10671,11174,4627,64494,22671,37543,41209,15139,17658,48381,132552,169401,169401,23236,165707,33503,73944,71470,7155,19462,119952,20957,19756,20275,20750,2474,78.00114769,25095,70.67083906,214.9779602,30784,34.95224431,71.20395242,14750,2.299051342,35,2295,3573,42852,1954,952,1145,118,1.153476072,26.4,37.6,8.1,8.8,32.2,3
737,776,351,4119,1226,2849,2374,806,1530,3026,7223,8903,8903,1180,9402,1580,2740,2581,369,1098,2208,997,871,1267,1089,159,4.099410381,2901,3.714160366,11.29833224,609,1.836942114,3.742178549,1444,0.120828414,0,1143,86,6504,68,33,-98,4,0.763787487,9.4,43.4,10.2,10.9,44.0,6
12372,14134,5227,77216,24392,41963,45832,16533,21295,54430,154630,200482,200482,27381,194174,42757,89580,86663,8188,25115,161547,26188,24542,24451,23692,2917,92.31247803,28843,83.63723448,254.4212338,28714,41.3651386,84.26816128,20842,2.720871843,40,2946,3464,32661,2036,681,2214,93,1.015552518,21.4,36.4,8.0,8.8,31.3,3
1088,1108,518,6498,2099,3235,3897,1308,2125,4863,11551,14275,14275,1938,14842,2957,4990,4665,764,1537,5346,1974,1403,1940,1312,325,6.57296228,3605,5.955255445,18.11565683,1822,2.945338502,6.000179579,1726,0.193735326,0,1013,159,8623,75,61,-122,11,0.525394046,18.7,43.5,9.4,10.1,33.2,6
1497,1663,678,9140,2788,5095,4999,1769,2830,6350,16076,21112,21112,2956,21788,4827,8343,7944,821,2390,11135,2840,2694,2615,2239,399,9.721077385,4661,8.807520347,26.79213639,1642,4.356006056,8.873960859,2688,0.286524707,0,286,308,9335,194,135,-244,5,0.918908678,11.5,40.7,9.3,10.0,35.7,6
12183,11237,5240,58238,29363,29874,56939,25294,16977,43649,153692,188715,188715,22135,179316,38556,75517,73082,10537,18838,147015,20791,19320,23006,19431,2435,86.89433112,19881,78.72826839,239.4883487,52480,38.93727183,79.32216386,9298,2.561174219,24,5534,3639,34379,2620,801,2223,261,1.38833691,40.3,29.5,7.9,8.8,22.9,4
10444,11855,4825,81061,23587,40977,37127,14320,20863,65317,168342,221091,221091,28479,204632,48758,101127,98058,5395,27867,152909,29515,29060,31475,31393,3069,101.8019477,27687,92.2349129,280.5750391,32929,45.61736145,92.93069725,15484,3.000570009,0,3837,6271,54184,5931,1511,6621,285,2.682605805,23.8,40.0,6.2,6.7,29.7,3
1064,1084,477,5948,2291,3978,4258,1525,1931,4432,11786,14520,14520,2237,14808,3131,6665,6382,724,1676,8300,1589,1430,1565,1483,283,6.685773192,2647,6.057464733,18.42657353,2047,2.99588897,6.103159894,1532,0.19706038,0,158,170,5914,47,74,-173,15,0.32369146,19.2,39.0,9.0,9.8,37.2,3
19360,20766,9435,126793,49388,63580,82073,29683,35798,100073,325972,405905,405905,51656,387847,72798,206317,200598,13855,47730,280949,44077,46216,59740,63560,5719,186.9000529,55971,169.3357591,515.1128325,119670,83.74974602,170.6131623,23647,5.508801216,221,10855,6857,108873,7220,1618,4167,388,1.778741331,42.8,31.9,5.9,6.5,22.7,3
3719,4271,1575,21791,6781,13944,12263,4359,6153,16960,43938,57078,57078,7762,56549,11097,25268,24351,2059,7249,43632,7704,7060,7642,6462,917,26.28171916,9394,23.8118438,72.43470826,5270,11.77681478,23.9914711,7755,0.774642726,12,1138,953,11795,336,280,153,82,0.588668138,13.8,40.0,8.5,9.3,36.6,5
2270,2511,983,12630,4336,9199,7881,2715,4041,9928,25007,32251,32251,4642,32424,6077,13302,12661,1334,3828,19373,4076,3853,3931,3536,641,14.85006,5830,13.45449691,40.92805943,3057,6.654298565,13.55599241,3969,0.437699334,6,218,605,11933,151,174,-34,15,0.468202536,13.7,40.9,9.1,9.8,41.2,2
3384,3839,1455,19053,6073,12841,10606,3830,6153,14039,35722,45754,45754,6693,46127,8135,21952,21237,1673,5818,29234,5724,5325,5712,4906,715,21.0675528,9453,19.0876888,58.06401138,3204,9.44035151,19.23167891,7574,0.620957344,6,874,856,15018,273,342,-166,31,0.596669144,10.1,40.5,9.5,10.3,40.4,6
2734,2880,1220,14159,5161,8996,10223,3660,4805,10208,27221,33700,33700,4637,34156,6494,12548,11959,1686,3554,16931,4037,3255,4222,3488,589,15.51725596,8520,14.05899184,42.76690964,3734,6.953268477,14.16504741,4868,0.457364657,6,1472,332,16022,265,135,-300,15,0.786350148,15.5,38.7,10.0,10.8,37.3,6
2899,3007,1236,15091,5341,11515,9996,3399,5103,10303,29270,37660,37660,5338,37581,7135,16750,16079,1590,4211,22449,4662,4541,4502,4076,671,17.34064865,7440,15.71102767,47.79233878,3979,7.770329105,15.82954556,3485,0.511108397,8,389,637,14025,186,342,66,21,0.493892724,15.2,36.4,9.9,10.7,44.1,6
4666,5080,2066,27078,9104,16306,16204,5727,8426,18091,51985,66802,66802,9030,67572,13589,30086,28859,2724,8153,37561,8710,7820,8435,7099,1227,30.75916121,15356,27.86850958,84.77492871,7913,13.78315255,28.07873879,8271,0.906613466,12,1392,869,27776,309,249,-231,38,0.462561001,17.2,36.0,9.0,9.7,35.4,4
2311,2633,1039,12681,3781,7811,6605,2230,4152,9531,22856,30599,30599,4039,31073,5163,12702,12096,1142,3539,14402,4321,4115,3916,3516,606,14.08939214,9648,12.76531428,38.83159252,2269,6.31344398,12.86161085,5111,0.415278965,6,481,594,14503,168,922,48,10,0.54903755,11.1,42.9,10.1,10.8,38.4,6
7505,8153,3515,53427,17533,28804,28002,10010,14723,43594,121433,160647,160647,21921,151716,35828,75077,72808,4354,20993,110065,22327,20542,20375,22592,2269,73.97034476,17466,67.01883863,203.8687161,29017,33.14604513,67.52440271,10278,2.180245104,0,1799,4529,41415,3216,1161,1766,261,2.001904797,27.9,37.0,6.2,6.7,27.7,3
1834,1980,808,11703,3678,7252,6610,2258,3230,8819,22158,27052,27052,3929,26620,5368,10538,10172,1097,3477,16683,3085,2380,3473,3675,366,12.45616642,4489,11.2855741,34.33028011,3478,5.581596998,11.37070809,3435,0.367140317,0,2844,426,9648,145,130,280,20,0.536004732,17.8,41.1,8.3,8.9,37.1,3
1757,1855,819,9168,3663,6452,6384,2128,3483,7440,18103,22402,22402,3529,22868,4289,9786,9184,971,2533,8908,2546,2199,2565,2268,602,10.31506137,5219,9.345683536,28.429208,2792,4.622169745,9.416183742,2864,0.304032138,0,397,391,12866,156,75,-210,6,0.696366396,17.0,42.4,9.7,10.5,39.3,3
8267,8935,3769,53166,16846,30767,30487,10514,15679,41594,105569,138159,138159,18020,138537,26507,65996,63584,4964,17133,73867,18443,17424,18005,16810,2412,63.61568446,24375,57.63727755,175.33037,21471,28.50613114,58.07207078,14347,1.875045804,98,3164,1877,59554,2154,575,-354,132,1.559073242,23.1,40.6,7.8,8.5,33.1,4
4960,4876,2111,27366,11040,13212,20484,8324,8426,19562,50811,62249,62249,8555,61065,14042,25520,24362,3261,6685,41674,6881,5802,6055,5646,1158,28.66272007,12064,25.96908555,78.99695425,12370,12.84373915,26.16498624,5884,0.844821736,10,554,664,19306,365,201,408,39,0.586354801,27.2,39.8,9.8,10.7,29.0,5
26440,26743,11688,168235,57899,83309,100264,36491,44747,127859,395849,514213,514213,67219,490332,97570,248725,241431,17813,65514,392799,65973,64967,69649,68688,7294,236.7707638,55837,214.5197736,652.5608577,115297,106.0967669,216.1380274,41345,6.97871965,137,10941,10049,94964,13454,2525,7661,422,2.616425489,34.2,33.5,6.7,7.4,24.7,3
4686,4958,2027,26805,8484,14475,16269,5733,7831,19882,54772,70741,70741,9105,69981,13850,30954,29825,3390,8321,45365,9410,8723,9360,8215,1129,32.57288439,12455,29.51178462,89.77370786,11075,14.59588028,29.73441006,7646,0.960072201,30,2621,1000,22984,966,359,154,67,1.365544734,23.5,37.5,8.6,9.3,30.8,5
1389,1524,651,8411,2511,6502,4776,1592,2753,6109,15235,19351,19351,2610,20066,3331,8234,7945,785,2342,8481,2381,2148,2507,2475,289,8.910220181,4637,8.072865017,24.55734328,1580,3.99266167,8.133763574,2439,0.262625029,6,1397,272,10388,107,94,-150,9,0.552943,11.4,41.3,9.1,9.8,46.9,6
24965,26384,9982,130225,58219,77366,90290,38519,40680,97721,282432,344147,344147,47798,310186,79094,145798,139690,14024,39346,284593,36536,33000,38479,38226,6108,158.4634151,48595,143.5715093,436.7389808,55617,71.00731414,144.654557,24040,4.670643161,100,3831,7126,45174,4738,2037,11496,479,1.376737266,23.6,35.8,8.8,9.7,32.8,3
2073,2271,944,11915,4232,7486,6289,2558,3975,9302,23082,28971,28971,4056,27465,5118,12214,11845,942,3293,15826,3171,3281,3969,3469,369,13.33977515,5263,12.08614399,36.76558276,3307,5.977541277,12.17731717,3621,0.393184317,4,1235,429,12178,263,250,573,25,0.907804356,16.9,41.6,9.0,9.7,38.3,4
4043,4378,1749,23910,8697,16431,15574,5388,7341,17901,50425,65592,65592,9250,63734,13258,28930,27904,2546,8001,47465,8604,7964,7346,7796,1026,30.20201344,9431,27.36372085,83.23938092,8842,13.53349513,27.57014213,6002,0.890191767,10,400,1131,16181,493,278,500,44,0.751616051,19.9,36.7,8.0,8.8,36.9,3
6231,6194,2520,37441,12132,20313,22468,9935,9755,26332,74594,95380,95380,12018,86544,17600,39543,38043,3915,12498,71429,10714,11809,10122,12237,1500,43.91797845,12446,39.79070153,121.0417757,17109,19.67960674,40.09086712,8645,1.294464123,20,1976,1512,20596,1474,325,2756,44,1.545397358,26.9,36.7,8.4,9.2,31.9,2
4701,5170,2007,27592,8727,15980,16065,5443,8636,18550,52402,66994,66994,9365,66508,13757,29857,28786,2899,8101,48232,8437,7918,8603,7501,1071,30.84756813,12768,27.94860829,85.01858589,7011,13.82276761,28.15944173,8918,0.909219223,8,2294,1036,16986,383,257,79,100,0.571692987,15.4,36.6,9.0,9.8,35.0,3
1270,1408,614,7144,2350,5124,4150,1372,2548,5804,13689,17142,17142,2353,17897,2952,6586,6284,652,1931,5792,2091,1769,2515,2109,302,7.893080169,4376,7.151312703,21.75401677,1502,3.536882143,7.205259428,2591,0.232645251,0,1603,196,11003,72,75,-125,4,0.420021001,12.3,43.8,9.3,9.9,42.1,6
15260,16289,6683,93304,34992,56407,59280,20873,25111,70969,226738,295032,295032,40313,281870,60690,147320,143095,9833,38833,235430,38352,36181,36512,39143,4225,135.8482807,36432,123.081676,374.4096998,59163,60.87349274,124.0101563,20514,4.004071495,55,2340,5554,45620,6428,1560,4214,440,2.178746712,30.1,32.6,6.7,7.4,28.7,3
983,910,402,4520,1850,2609,3905,1744,1576,3276,8294,9410,9410,1309,9694,2228,3406,3285,563,955,4966,653,555,878,903,121,4.332859899,1564,3.925671015,11.94173946,1602,1.941550634,3.955284752,1485,0.127709241,0,976,106,4263,54,13,-157,8,0.573857598,20.2,40.9,11.9,12.9,32.9,6
2244,2454,1064,12130,4508,8466,8483,2774,4357,9176,23957,31039,31039,4107,31765,5934,12945,12232,1237,3576,12495,3975,3772,3799,3291,713,14.29199133,7841,12.94887382,39.38997354,3131,6.404228494,13.04655509,4168,0.421250492,10,201,434,17676,207,221,-253,6,0.666902929,14.4,39.6,9.4,10.1,39.0,6
2041,2318,932,11389,3324,8001,6373,2237,3953,9154,21141,26398,26398,3715,27505,4871,9157,8689,939,3291,10940,2995,2816,3577,3504,468,12.15503035,7104,11.01273788,33.50032287,1814,5.446658197,11.0958137,4662,0.358264457,0,2703,550,13489,121,1287,-304,11,0.458368058,9.4,44.5,9.7,10.3,41.4,5
2670,2809,1150,15366,5210,9360,9371,3415,4738,11294,30116,38520,38520,5245,37914,7266,18656,18071,1695,4398,25368,5010,4632,4893,4022,585,17.73663797,6362,16.06980313,48.88371986,4435,7.947771564,16.19102749,4932,0.522780017,7,1309,600,11878,254,309,92,111,0.659397716,17.1,38.7,8.9,9.7,36.0,5
5793,6132,2306,31148,12090,16512,22702,8623,8681,20836,62759,78374,78374,10818,75926,16300,34900,33741,3761,8907,69948,8895,8198,9062,8020,1159,36.08751984,11159,32.69612541,99.46034944,13612,16.17078527,32.94277228,8886,1.063664617,12,792,1427,5949,737,284,937,29,0.940362875,24.6,34.6,9.2,10.3,29.9,5
5829,6282,2955,36586,11511,19088,22393,7759,11961,28514,67890,86934,86934,11820,89116,19973,34534,32547,3858,9069,30133,11500,10312,11802,9303,1987,40.02899495,21733,36.26719277,110.3233983,11566,17.93695673,36.54077839,8541,1.179837954,20,3017,1253,54060,867,589,-739,32,0.997308303,19.5,43.2,8.6,9.2,32.3,5
7216,7941,2995,40363,13964,23327,25531,9422,11065,29355,101225,124937,124937,15584,121449,23397,56262,54368,4801,13819,111007,17861,12627,23575,13284,1894,57.52757887,19471,52.12131345,158.5510205,18953,25.77805649,52.51449639,11698,1.695601428,15,7130,2198,8759,2584,351,1250,38,2.068242394,24.5,30.3,7.1,7.9,30.1,3
18763,18970,9167,138891,41347,57095,68651,23055,35795,118318,325946,414576,414576,48525,404869,78748,196988,190216,10947,48368,190259,59170,48233,80121,54810,6772,190.8926382,64210,172.9531335,526.1167457,96025,85.53881994,174.2578248,22729,5.626481006,211,31195,9941,200032,12220,1515,3105,609,2.947589827,37.7,37.5,5.8,6.2,22.4,3
1498,1576,629,7843,2637,5095,4901,1866,2527,6116,16094,20544,20544,2878,20228,3781,8808,8535,982,2475,14256,2417,2468,2456,2365,273,9.459540251,3017,8.570561672,26.07131726,2270,4.238811501,8.635214659,2923,0.278816009,0,287,279,5453,73,285,120,198,0.355334891,16.1,39.3,9.3,10.1,36.2,3
17184,19357,7706,104525,35695,59812,63159,23104,30940,86417,241387,313888,313888,41955,297732,65132,147900,143296,10899,39072,232630,41872,39086,43376,38829,4604,144.5305768,41706,130.9480365,398.3388645,48449,64.76402183,131.9358576,29946,4.259978557,39,8265,6097,65790,7808,1351,7256,212,2.487511469,23.8,36.9,7.1,7.8,29.4,3
6410,6894,3029,40635,12161,21621,22798,7745,12023,31733,81158,106512,106512,13444,107379,23897,44120,42344,4152,11592,51036,13865,14164,16252,13137,1776,49.04373789,19418,44.43475783,135.1688154,12888,21.97645495,44.76995638,11427,1.445543748,17,2521,2166,50998,1585,591,-2,136,1.488095238,18.5,40.2,7.9,8.5,31.0,4
2005,2238,863,11821,3879,7795,7465,2512,3505,8897,21594,27410,27410,3979,27772,5778,11582,11102,1255,3366,17894,3207,3142,3252,2818,480,12.62100848,5485,11.43492482,34.7845992,2378,5.65546258,11.52118545,3640,0.371998969,6,492,498,8813,102,89,-88,14,0.372126961,12.1,42.5,9.3,10.0,39.8,3
2314,2422,1123,14120,4608,9361,8243,2850,4949,11211,24266,30606,30606,4060,32256,5841,12294,11626,1386,3622,10045,3794,3223,3740,3323,668,14.09261531,7726,12.76823455,38.84047586,2828,6.314888279,12.86455315,4316,0.415373967,4,884,303,19841,248,156,-579,13,0.810298634,12.7,47.4,9.5,10.3,41.9,6
13022,14222,5835,87564,30104,44792,48997,17892,22562,68516,207623,274118,274118,36886,251664,54916,134695,130306,7636,39029,205701,37950,35564,32485,36572,4389,126.218373,26453,114.3567574,347.8688349,55394,56.55833971,115.2194204,18002,3.720233975,24,3699,5970,53087,6754,2359,7972,247,2.463902407,32.0,34.1,6.3,7.0,25.9,2
165,128,64,850,377,607,732,232,216,640,2106,2801,2801,331,2739,592,1557,1512,184,287,2633,402,361,277,350,45,1.717616055,276,1.501723464,3.04154562,372,1.282655982,1.076288064,238,0.180968789,0,96,51,21,20,76,44,0,0.714030703,20.6,32.2,7.8,8.8,33.6,6
1115,924,447,5198,2226,4341,4501,1217,1543,4321,13675,18883,18883,2381,18163,3689,9519,9272,982,1993,15732,2526,3082,2125,2351,247,11.57934451,2387,10.12390009,20.50464332,2469,8.647052089,7.255818461,1813,1.220004874,6,621,377,262,2149,284,281,79,11.3806069,20.1,33.0,8.2,9.0,35.3,5
233,217,96,1164,313,611,601,151,348,878,2293,3468,3468,416,3440,597,1074,1026,136,309,1169,578,694,466,405,48,2.12663066,1115,1.85932773,3.765826565,350,1.588093875,1.332583722,343,0.22406275,0,37,187,18,15,2077,27,2,0.432525952,18.4,39.5,10.2,10.9,32.1,6
474,371,181,2322,856,1842,1925,528,610,1763,5562,6980,6980,908,6972,1662,2878,2805,493,797,6167,817,739,933,909,73,4.280242792,866,3.742245547,7.579431784,932,3.196336577,2.682074504,621,0.450968279,0,1537,101,95,18,596,-4,3,0.257879656,18.4,33.3,8.5,9.5,36.4,6
1321,1169,611,9170,3142,5184,5479,1673,1890,8151,28009,35232,35232,3168,33697,5015,19019,18481,1093,3119,32602,5837,4173,8915,4112,538,21.60480144,3744,18.88922566,38.25767058,7113,16.13371494,13.53794397,833,2.276291464,0,3611,573,579,1031,419,564,28,2.926316985,39.2,30.6,4.7,5.2,28.6,5
